paper_id,title,authors,year,venue,doi,url,pdf_url,source_database,abstract,keywords,citation_count,open_access_status,domain,task_type,models_mentioned,datasets_mentioned,metrics_mentioned,relevance_score,screening_status,exclusion_reason
P1C909ED18D,ML-Embed: Inclusive and Efficient Embeddings for a Multilingual World,Ziyin Zhang; Zihan Liao; Hang Yu; Peng Di; Rui Wang,2026,ArXiv.org,,https://openalex.org/W7161452789,https://arxiv.org/pdf/2605.15081,OpenAlex,"The development of high-quality text embeddings is increasingly drifting toward an exclusionary future, defined by three critical barriers: prohibitive computational costs, a narrow linguistic focus that neglects most of the world's languages, and a lack of transparency from closed-source or open-weight models that stifles research. To dismantle these barriers, we introduce ML-Embed, a suite of inclusive and efficient models built upon a new framework: 3-Dimensional Matryoshka Learning (3D-ML). Our framework addresses the computational challenge with comprehensive efficiency across the entire model lifecycle. Beyond the storage benefits of Matryoshka Representation Learning (MRL) and flexible inference-time depth provided by Matryoshka Layer Learning (MLL), we introduce Matryoshka Embedding Learning (MEL) for enhanced parameter efficiency. To address the linguistic challenge, we curate a massively multilingual dataset and train a suite of models ranging from 140M to 8B parameters. In a direct commitment to transparency, we release all models, data, and code. Extensive evaluation on 430 tasks demonstrates that our models set new records on 9 of 17 evaluated MTEB benchmarks, with particularly strong results in low-resource languages, providing a reproducible blueprint for building globally equitable and computationally efficient AI systems.",,0,open,general,embedding; benchmark,,MTEB,,,unscreened,
P349161E913,MERVIN: A Unified Framework for Multimodal Event Retrieval in Vietnamese News Videos,Anh-Tai Pham-Nguyen; Tung-Duong Le-Duc; Anh-Duy Le; Trung-Hieu Truong-Le,2026,arXiv (Cornell University),10.48550/arxiv.2605.16120,https://www.semanticscholar.org/paper/16b7e975d85b1177ead06c963e8e4216e7844bfb,https://arxiv.org/pdf/2605.16120v1,OpenAlex; Semantic Scholar; arXiv,"The growth of online video platforms drives the need for effective, semantically grounded event retrieval. We present MERVIN, a unified multimodal framework for Vietnamese news videos that integrates keyframes, transcripts, and video summaries. Transcript quality is enhanced via Gemini 1.5 Flash, reducing noise from accents, background sounds, and recognition errors. Visual features are extracted with Perception Encoder, while a Vietnamese language model produces textual embeddings; both are indexed in Milvus for efficient similarity-based retrieval. In addition, a React-based interface enables iterative query refinement across modalities, improving semantic alignment. Experimental results on Vietnamese news videos demonstrate the effectiveness of the proposed system, with MERVIN achieving 79 out of 88 points in AI Challenge HCMC 2025 qualification phase and successfully retrieved all results for every query in the final round.",,0,open,news,retrieval; embedding,,,,,unscreened,
P756990D55F,LLandMark: A Multi-Agent Framework for Landmark-Aware Multimodal Interactive Video Retrieval,Minh-Chi Phung; Thien-Bao Le; Cam-Tu Tran-Thi; Thu-Dieu Nguyen-Thi; Vu-Hung Dao,2026,arXiv,,http://arxiv.org/abs/2603.02888v1,https://arxiv.org/pdf/2603.02888v1,arXiv,"The increasing diversity and scale of video data demand retrieval systems capable of multimodal understanding, adaptive reasoning, and domain-specific knowledge integration. This paper presents LLandMark, a modular multi-agent framework for landmark-aware multimodal video retrieval to handle real-world complex queries. The framework features specialized agents that collaborate across four stages: query parsing and planning, landmark reasoning, multimodal retrieval, and reranked answer synthesis. A key component, the Landmark Knowledge Agent, detects cultural or spatial landmarks and reformulates them into descriptive visual prompts, enhancing CLIP-based semantic matching for Vietnamese scenes. To expand capabilities, we introduce an LLM-assisted image-to-image pipeline, where a large language model (Gemini 2.5 Flash) autonomously detects landmarks, generates image search queries, retrieves representative images, and performs CLIP-based visual similarity matching, removing the need for manual image input. In addition, an OCR refinement module leveraging Gemini and LlamaIndex improves Vietnamese text recognition. Experimental results show that LLandMark achieves adaptive, culturally grounded, and explainable retrieval performance.",,,open,general,retrieval,,,,,unscreened,
P5EEA2A9FC2,LEMUR: Robust Fine-Tuning for Multilingual Embedding Models for Retrieval,Narges Baba Ahmadi; J. Strich; Martin Semmann; Christian Biemann,2026,Proceedings of the 19th Conference of the European Chapter of the Association for Computational Linguistics (Volume 4: Student Research Workshop),10.18653/v1/2026.eacl-srw.18,https://www.semanticscholar.org/paper/9045c3f20bc95ca8372fa403aae8c4b905ea2220,,Semantic Scholar,,,0,unknown,general,retrieval; embedding,,,,,unscreened,
PEDB9DC231B,LEMUR: A Corpus for Robust Fine-Tuning of Multilingual Law Embedding Models for Retrieval,Narges Baba Ahmadi; J. Strich; Martin Semmann; Christian Biemann,2026,arXiv.org,10.48550/arxiv.2602.09570,https://www.semanticscholar.org/paper/940d4a0a3b36fe5bbd89137cd7ce2444219a9653,https://arxiv.org/pdf/2602.09570,Semantic Scholar,"Large language models (LLMs) are increasingly used to access legal information. Yet, their deployment in multilingual legal settings is constrained by unreliable retrieval and the lack of domain-adapted, open-embedding models. In particular, existing multilingual legal corpora are not designed for semantic retrieval, and PDF-based legislative sources introduce substantial noise due to imperfect text extraction. To address these challenges, we introduce LEMUR, a large-scale multilingual corpus of EU environmental legislation constructed from 24,953 official EUR-Lex PDF documents covering 25 languages. We quantify the fidelity of PDF-to-text conversion by measuring lexical consistency against authoritative HTML versions using the Lexical Content Score (LCS). Building on LEMUR, we fine-tune three state-of-the-art multilingual embedding models using contrastive objectives in both monolingual and bilingual settings, reflecting realistic legal-retrieval scenarios. Experiments across low- and high-resource languages demonstrate that legal-domain fine-tuning consistently improves Top-k retrieval accuracy relative to strong baselines, with particularly pronounced gains for low-resource languages. Cross-lingual evaluations show that these improvements transfer to unseen languages, indicating that fine-tuning primarily enhances language-independent, content-level legal representations rather than language-specific cues. We publish code\footnote{\href{https://github.com/nargesbh/eur_lex}{GitHub Repository}} and data\footnote{\href{https://huggingface.co/datasets/G4KMU/LEMUR}{Hugging Face Dataset}}.",,0,open,legal,retrieval; embedding; benchmark,,,Accuracy,,unscreened,
P0E6545E72D,JMTEB and JMTEB-lite: Japanese Massive Text Embedding Benchmark and Its Lightweight Version,Shengzhe Li; Masaya Ohagi; Ryokan Ri; Akihiko Fukuchi; Tomohide Shibata; Daisuke Kawahara,2026,Proceedings of the Language Resources and Evaluation Conference,10.63317/5ouzpv2f2f6k,https://doi.org/10.63317/5ouzpv2f2f6k,,Crossref,,,0,unknown,general,embedding; benchmark,,,,,unscreened,
PC825763285,Introduction to special issue on the second international conference on the theory of information retrieval,Leif Azzopardi; Dawei Song; Gabriella Kazai; Stephen Robertson; Stefan Rüger; Milad Shokouhi; Emine Yilmaz,2026,Information Retrieval,,https://openreview.net/forum?id=w7YK4UzyGU,,OpenReview,"This special issue of the Journal of Information Retrieval contains selected and substantially extended works presented and published at the second International Conference on the Theory of Information Retrieval (ICTIR), held at Microsoft Research in Cambridge, UK, on 10–11 September 2009.",,,unknown,general,retrieval,,,,,unscreened,
P9FD76CB2BC,Human-Guided Reasoning with Large Language Models for Vietnamese Speech Emotion Recognition,Truc Nguyen; Then Tran; Binh Truong; Phuoc Nguyen T. H,2026,arXiv,,http://arxiv.org/abs/2604.01711v1,https://arxiv.org/pdf/2604.01711v1,arXiv,"Vietnamese Speech Emotion Recognition (SER) remains challenging due to ambiguous acoustic patterns and the lack of reliable annotated data, especially in real-world conditions where emotional boundaries are not clearly separable. To address this problem, this paper proposes a human-machine collaborative framework that integrates human knowledge into the learning process rather than relying solely on data-driven models. The proposed framework is centered around LLM-based reasoning, where acoustic feature-based models are used to provide auxiliary signals such as confidence and feature-level evidence. A confidence-based routing mechanism is introduced to distinguish between easy and ambiguous samples, allowing uncertain cases to be delegated to LLMs for deeper reasoning guided by structured rules derived from human annotation behavior. In addition, an iterative refinement strategy is employed to continuously improve system performance through error analysis and rule updates. Experiments are conducted on a Vietnamese speech dataset of 2,764 samples across three emotion classes (calm, angry, panic), with high inter-annotator agreement (Fleiss Kappa = 0.8574), ensuring reliable ground truth. The proposed method achieves strong performance, reaching up to 86.59% accuracy and Macro F1 around 0.85-0.86, demonstrating its effectiveness in handling ambiguous and hard-to-classify cases. Overall, this work highlights the importance of combining data-driven models with human reasoning, providing a robust and model-agnostic approach for speech emotion recognition in low-resource settings.",,,open,general,,,,Accuracy,,unscreened,
PD6F7ACF3FC,Health System Scale Semantic Search Across Unstructured Clinical Notes,Faith Wavinya Mutinda; Spandana Makeneni; Anna Lin; Shivaji Dutta; Irit R. Rasooly; Patrick Dibussolo; Shivani Kamath Belman; Hessam Shahriari; Kevin Murphy; Alex B. Ruan; Barbara H. Chaiyachati; Sanjay Chainani; Robert W. Grundmeier; Scott M. Haag; Jeffrey M. Miller; Heather M. Griffis; Ian M. Campbell,2026,arXiv,,http://arxiv.org/abs/2604.25605v1,https://arxiv.org/pdf/2604.25605v1,arXiv,"Introduction: Semantic search, which retrieves documents based on conceptual similarity rather than keyword matching, offers substantial advantages for retrieval of clinical information. However, deploying semantic search across entire health systems, comprising hundreds of millions of clinical notes, presents formidable engineering, cost, and governance challenges that have prevented adoption. Methods: We deployed a semantic search system at a large children's hospital indexing 166 million clinical notes (484 million vectors) from 1.68 million patients. The system uses instruction-tuned qwen3-embedding-0.6B embeddings, stores vectors in a managed database with storage-optimized indexing, maintains full-text metadata in a low-latency key-value store, and operates within a HIPAA-compliant governance framework. We evaluated the system through three experiments: optimization of embedding model and chunking strategy using a physician-authored benchmark dataset, characterization of full-scale performance (cost, latency, retrieval quality), and clinical utility assessment via comparison of chart abstraction efficiency across three tasks. Results: The system delivers sub-second query latency (median 237 ms single-user, 451 ms 20-user concurrency) with monthly costs of approximately USD 4,000. Qwen3 embeddings with 300-token chunk size achieved 94.6% accuracy on a clinical question-answering benchmark. In clinical utility evaluation across three abstraction tasks, semantic search reduced time-to-completion by 24 to 89% compared to clinician-performed chart review while maintaining comparable inter-rater agreement. Conclusion: Health-system-scale semantic search is both technically and operationally feasible. The system provides infrastructure supporting interactive search, cohort generation, and downstream LLM-powered clinical applications without requiring specialized informatics expertise.",,,open,medical,retrieval; embedding; benchmark,,,Accuracy,,unscreened,
P837E665801,Front Matter,Vera Demberg; Kentaro Inui; Lluís Marquez,2026,,10.18653/v1/2026.findings-eacl.0,https://doi.org/10.18653/v1/2026.findings-eacl.0,https://aclanthology.org/2026.findings-eacl.0.pdf,OpenAlex,"Chapter of the Association for Computational Linguistics (EACL 2026), taking place in the beautiful city of Rabat, in Morocco, in March 24-29, 2026.EACL is the flagship European conference of the Association and EA-CL 2026 proudly continues our field's tradition of excellence in scholarship, innovation, and inclusivity.I am deeply grateful to the many volunteers whose dedication, generosity, and tireless efforts have made this conference possible.For the first time EACL is being hosted in the African continent.This is an important milestone for our community, and we are grateful to our Moroccan hosts for enabling this historic moment by bringing this edition of EACL to Rabat.We are also delighted that the Second Arabic NLP School is co-located with EACL.We hope attendees enjoy this wonderful opportunity to strengthen ties with the Computational Linguistics communities across the African continent.It has been a great honour to serve as General Chair of EACL 2026.I am sincerely grateful to the EACL Board, in particular to Preslav Nakov (EACL President) and Nina Tahmasebi (EACL Secretary), for inviting me to take on this role.This gave me the privilege of working closely with an outstanding organising committee, combining our diverse areas of expertise, interests, experiences, and values to help shape this edition of the conference.As our community grows, so too do our conferences, along with the increased responsibilities and challenges of organising and hosting a scientific meeting EACL's standing.Bringing EACL to Morocco, under a particularly compressed timeline, demanded exceptional dedication and sustained effort from the entire organising committee.",,0,open,general,,,,,,unscreened,
PFB466B4728,Fine-Tuning BGE-M3 for Defense Language Embedding Model: The Impact of Negative Sample Selection in Contrastive Learning,Junsub Kim; Dongnyeok Choi; Sung-Gu Kim; Deuk-Hwa Kim,2026,Journal of KIISE,10.5626/jok.2026.53.2.117,https://doi.org/10.5626/jok.2026.53.2.117,,Crossref,,,0,unknown,general,embedding,BGE-M3,,,,unscreened,
P1D3B7F0401,Findings of the Association for Computational Linguistics: EACL 2026,,2026,,10.18653/v1/2026.findings-eacl,https://doi.org/10.18653/v1/2026.findings-eacl,,OpenAlex,,,0,unknown,general,,,,,,unscreened,
PAEB2193B50,Enhancing Semantic Code Search and Navigation Systems Using Dual Embedding Representations,Shakthinee S; Shruthi Merine S; Kumari Deepika P,2026,2026 Third International Conference on Networking and Communications (ICNWC),10.1109/icnwc68145.2026.11518020,https://doi.org/10.1109/icnwc68145.2026.11518020,,Crossref,,,0,unknown,general,retrieval; embedding,,,,,unscreened,
P3E9216E429,End-to-End Chatbot Evaluation with Adaptive Reasoning and Uncertainty Filtering,Nhi Dang; Tung Le; Huy-Tien Nguyen,2026,,,https://www.semanticscholar.org/paper/2d33af6a96292d9161200e3f7a1adcc74bfa0525,,Semantic Scholar,"Large language models (LLMs) combined with retrieval augmented generation have enabled the deployment of domain-specific chatbots, but these systems remain prone to generating unsupported or incorrect answers. Reliable evaluation is therefore critical, yet manual review is costly and existing frameworks often depend on curated test sets and static metrics, limiting scalability. We propose an end-to-end automatic evaluator designed to substantially reduce human effort. Our system generates Q\&A pairs directly from the underlying knowledge base, uses LLMs to judge chatbot responses against reference answers, and applies confidence-based filtering to highlight uncertain cases. Applied to a Vietnamese news dataset, the evaluator achieves high agreement with human judgments while significantly lowering review overhead. The framework is modular and language-agnostic, making it readily adaptable to diverse domains. This work introduces a practical, scalable solution for evaluating chatbots with minimal reliance on manual intervention.",,0,unknown,news,retrieval; RAG; benchmark,,,,,unscreened,
PB335AB2F0D,Embedding Retrofitting: Data Engineering for better RAG,Anantha Sharma,2026,,10.2139/ssrn.6064714,https://doi.org/10.2139/ssrn.6064714,,Crossref,"Embedding retrofitting adjusts pre-trained word vectors using knowledge graph constraints to improve domain-specific retrieval. However, the effectiveness of retrofitting depends critically on knowledge graph quality, which in turn depends on text preprocessing. This paper presents a data engineering framework that addresses data quality degradation from annotation artifacts in real-world corpora. The analysis shows that hashtag annotations inflate knowledge graph density, leading to creating spurious edges that corrupt the retrofitting objective. On noisy graphs, all retrofitting techniques produce statistically significant degradation (-3.5% to-5.2%, p &lt; 0.05). After preprocessing, EWMA retrofitting achieves +6.2% improvement (p = 0.0348) with benefits concentrated in quantitative synthesis questions (+33.8% average). The gap between clean and noisy preprocessing (10%+ swing) exceeds the gap between algorithms (3%), establishing preprocessing quality as the primary determinant of retrofitting success.",,0,unknown,general,retrieval; embedding; RAG,,,,,unscreened,
P6E219E9883,Efficient English-Vietnamese Medical Machine Translation: Insights from the VLSP 2025 Shared Task,Tran Hong Viet; T. Long; Nguyen Minh Quy; Nguyen Van Vinh,2026,VNU Journal of Science Computer Science and Communication Engineering,10.25073/2588-1086/vnucsce.6588,https://www.semanticscholar.org/paper/bd7defec366d561f51a0c3fd7e114875716bda2f,,Semantic Scholar,"Abstract: In this paper, we present a comprehensive overview of the VLSP 2025 Medical MachineTranslation Shared Task, which focuses on English-Vietnamese translation in the medical domainusing small language models (SLMs). The shared task provides a large-scale, high quality parallelcorpus and encourages participants to develop efficient, domain-adapted translation systems underresource constraints. We summarize the dataset construction, evaluation protocols, and model constraints, and review the diverse strategies adopted by participating teams-including parameter efficient fine-tuning, bidirectional training, retrieval augmented generation, and reinforcement learningwith reward optimization. Our analysis highlights the strengths and limitations of SLM-based approaches for medical translation, discusses key findings from the competition, and outlines futureresearch directions for building scalable, accurate, and practical machine translation systems in specialized domains.",,0,unknown,medical,retrieval; RAG; benchmark,,,,,unscreened,
P5A79FC9A82,"Driving-RAG: Driving Scenarios Embedding, Search, and RAG Applications",Cheng Chang; Jingwei Ge; Jiazhe Guo; Zelin Guo; Binghong Jiang; Li Li,2026,Automotive Innovation,10.1007/s42154-025-00405-4,https://doi.org/10.1007/s42154-025-00405-4,,Crossref,,,1,unknown,general,retrieval; embedding; RAG,,,,,unscreened,
P7B36194438,DS@GT at TREC TOT 2025: Bridging Vague Recollection with Fusion Retrieval and Learned Reranking,Wenxin Zhou; Ritesh Mehta; Anthony Miyaguchi,2026,arXiv,,http://arxiv.org/abs/2601.15518v2,https://arxiv.org/pdf/2601.15518v2,arXiv,"We develop a two-stage retrieval system that combines multiple complementary retrieval methods with a learned reranker and LLM-based reranking, to address the TREC Tip-of-the-Tongue (ToT) task. In the first stage, we employ hybrid retrieval that merges LLM-based retrieval, sparse (BM25), and dense (BGE-M3) retrieval methods. We also introduce topic-aware multi-index dense retrieval that partitions the Wikipedia corpus into 24 topical domains. In the second stage, we evaluate both a trained LambdaMART reranker and LLM-based reranking. To support model training, we generate 5000 synthetic ToT queries using LLMs. Our best system achieves recall of 0.66 and NDCG@1000 of 0.41 on the test set by combining hybrid retrieval with Gemini-2.5-flash reranking, demonstrating the effectiveness of fusion retrieval.",,,open,general,retrieval; benchmark,BGE-M3; BM25,,nDCG; Recall,,unscreened,
P14C2442E0F,Comparative analysis of keyword-based and semantic search models for Vietnamese online news data,,2026,"Ministry of Science and Technology, Vietnam",10.31276/vjst.2026.3849,https://doi.org/10.31276/vjst.2026.3849,,Crossref,,,0,unknown,news,retrieval,,,,,unscreened,
